Column1,content,Judge_1,Judge_2,Judge_3
3371,"This is the Phantom Menace equivalent to the Harry Potter series. An absolute disgrace to the Potter name.

I can't even begin to tell you how uncomfortable most of the dialogue makes me. What's worse is the series of events that Albus Potter and his friend Scorpius Malfoy get themselves into...I wanted to strangle them.

And that's too bad, because seeing them become friends and grow together was occasionally touching...but wow, they do some stupid s***! Stupid beyond any rationality, just unforgivably stupid things that are up there with the Three Stooges.

The best scenes are probably between Harry and Albus, but even those leave me feeling mixed. I feel like the strongest point of this story is the development of Harry as a father. It's understandable that a guy who was raised most of his life without parents would hit a few bumps in the road when being a parent himself.

I also think the dialogue of Hermione, Draco, Ginny, and a few brief scenes with Dumbledore's portrait are good. Unfortunately, the story is more focused on revisiting the past, which deducts time for us to get acquainted with new characters or new magical phenomena (like we normally get in other Potter installments). It's got too much fan-service for my taste, which bums me out.The whole damn thing reads like fan-fiction.

I can only imagine at this time how beautiful a live performance must be, but it will never be forgiven for the LOADS of retconning and TACKY plot devices that make a joke out of this once reputable franchise

Despite a few good scenes here and there, it's a total farce. It plays out more like a bad TV miniseries on the Disney channel.

If counted in the series, it's undoubtedly the worst. But for the sanctity of my Harry Potter experience, I'd rather consider this a ""what if?"" story. And as long as there's no movie or official novelization of the script, I think that's a fair assessment. This script wasn't even written by JK.",0,0,0
4635,Was not what I expected. Could have been longer but it was pretty good. #worth,1,0,1
1945,NOT worth t he time.,0,0,0
4681,The book made me nostalgic. I wish she would write more sequels,1,1,1
1116,"The story line is good.... BUT....
JK Rowlings knows how to tell a great story.... this one because of it being written as a Broadway play... did not deliver.
We would have enjoyed it more as a novel rather than a script for a play.",0,1,0
3809,I really enjoyed it very much.  Will they be making this into a movie?  Hope she pens more Harry Potter books.,1,1,1
591,I hope this is made into a movie at some point...good read overall. I liked the way the adults carried similar personalities from the original series.,1,1,1
3425,"Really a good book. I was sort of skeptical of the play approach, but it was not an issue. I miss some the level of detail that a ""normal"" novel has as compared to a play, but the story was well-written.",1,1,1
2476,"People need to remember this was a Broadway play and stop thinking they are reading a novel.  I thought it was great!  It was neat seeing Hermonie, Ron, Harry, and Draco grown up and having to deal with children of their own.",1,1,1
2093,"I don't understand get why many Harry Potter fans are disappointed with this book I really enjoyed it. The whole play- it was cute, it was sweet, it was entirely nostalgic to see the old crew again like Harry, Ron, Hermione, Ginny, Draco and other characters. I truly would love to see the play in person. I really enjoyed reading this book!!",1,1,1
1693,"I clearly remember the I discovered Harry Potter. I don’t remember my age, but I do recall the place. My Dad took us to Barnes & Noble in Little Rock, AR. I couldn’t find a book I wanted to read. Seeing Harry Potter and the Sorcerer’s Stone on a cardboard display, Dad pointed to it. That night, I discovered never-ending magic.

Or so I thought. Let’s be frank, shall we? I pride myself on my ability to remain unbiased when writing a review about a book. Sometimes I’m friends with the author, sometimes I’m asked to cover it, sometimes I choose to. No matter what manner brings this book to me, I’m honest. I will remain the same with Harry Potter and the Cursed Child. That said, this book sucks.

To put into perspective how much this book sucks, let me put it this way: I dropped it. The only other book I haven’t finished is Outlander. Harry Potter and the Cursed Child is based on work by Rowling, but it is not a Harry Potter book. Not in the sense that those of us who grew up with it see it, anyways. When Harry Potter and the Cursed Child came out, I felt as much excitement as the next fan. After attempting to read it, I chose to leave the series where it ended in Deathly Hollows.

Harry Potter and the Cursed Child is not so much a continuation of the series as it is a fan-fiction. And while there is good fan-fiction out there, this is not an example of it. This book (or screenplay) is a desperate attempt to continue a completed series. Not only does it fail to breathe life back into the friends of our childhood, but it does so with a timeline restrained by rules of the theater.

Even worse, the friendship that blossoms between Albus and Scorpio seems too farfetched. It’s as if the screenwriters sought yet another retelling of Shakespeare’s Romeo and Juliet. A retelling that doesn’t do the pair justice, from what others that forced themselves to finish the book have told me. The only thing I find worse than romance in a story is a romance that falls short of its potential.",1,0,1
