web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,helpful
"1584086142-1683","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","King Gyeen","I solemnly swear that I am up to no good!","Reviewed in the United States on September 5, 2016","It was a very great read. I love the style of script reading, and was very pleased with the story line. However, I wish it provided more detail throughout the story like all of the other Harry Potter books. I still give this a 5 star rating because who doesn't love Harry Potter! Can't wait to see if more stories will be written as I will buy them as well. Very great book!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_169?ie=UTF8&filterByStar=positive&pageNumber=169&reviewerType=all_reviews","null"
"1584086524-3429","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Bob Rodger","Five Stars","Reviewed in the United States on September 29, 2016","Great book","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_343?ie=UTF8&filterByStar=positive&pageNumber=343&reviewerType=all_reviews","null"
"1584086153-1736","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Jenny B. Good","Great series for everyone!","Reviewed in the United States on December 14, 2016","Love the series!  Love the books!!! Can't wait to see the movie!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_174?ie=UTF8&filterByStar=positive&pageNumber=174&reviewerType=all_reviews","null"
"1584086088-1437","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","luke ellis","An excellent addition to the Franchise.","Reviewed in the United States on September 29, 2016","If you enjoyed the other books in the Harry Potter series, then you'll love Harry Potter and the Cursed Child. Don't let the fact that it is a Script scare you away; it does not feel like a script while you're reading. There is still as much magic and fantasy as in previous books in the series. Enjoy. I know I did.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_144?ie=UTF8&filterByStar=positive&pageNumber=144&reviewerType=all_reviews","null"
"1584085862-472","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Nathan Satterfield","First time I have read a playwright but it is a great story.","Reviewed in the United States on October 30, 2018","I very much enjoyed the story and how it fit in with the originals and would like to see this be a film at some point in time.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=positive&pageNumber=48&reviewerType=all_reviews","null"
"1584086476-3209","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Joan L. Wayman","I wasn't sure that I would like a book written as a script for a play ...","Reviewed in the United States on December 28, 2016","I wasn't sure that I would like a book written as a script for a play but this book was wonderful. It was as spellbinding as any of the other Harry Potter books.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_321?ie=UTF8&filterByStar=positive&pageNumber=321&reviewerType=all_reviews","null"
"1584086596-3759","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Brawn Nelson","Wonderful book","Reviewed in the United States on August 18, 2016","This is such a great book. I was already a Harry Potter fan but I never read the books. This book however is exquisite and well written. The imagery is well represented.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_376?ie=UTF8&filterByStar=positive&pageNumber=376&reviewerType=all_reviews","null"
"1584086540-3496","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Zach","Great Book when Considered as a Play!","Reviewed in the United States on September 24, 2016","I really enjoyed the continuation of the Harry Potter saga in this thrilling conclusion. I know that many may be tempted away from reading or purchasing Cursed Child because of rumors that it is written like fan fiction. However, what many people did not keep in mind when reading this book, is that it is not in fact a book, but rather a play. The story and plot points in the book are excellent and well worth reading. The writing may seem a bit rudimentary, but that is only because the gaps left in the text are filled in by the actors and set production in the live performance, which actually had rave reviews.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_350?ie=UTF8&filterByStar=positive&pageNumber=350&reviewerType=all_reviews","null"
"1584086280-2305","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","tambellan kidner","Five Stars","Reviewed in the United States on January 3, 2017","we love it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_231?ie=UTF8&filterByStar=positive&pageNumber=231&reviewerType=all_reviews","null"
"1584085965-897","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Ruth Ruperd","The cursed child review","Reviewed in the United States on June 9, 2018","I enjoyed the story. I cannot understand how Voldamort could have a child with Belatrix he had no love for anyone. That would mean in my opinion, he would not be interested in sex because he had no feelings.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&filterByStar=positive&pageNumber=90&reviewerType=all_reviews","null"
"1584086212-1991","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Lauretta Fortuna","A true Harry Potter fan will love this. Yes it was a quick read and ...","Reviewed in the United States on October 2, 2016","A true Harry Potter fan will love this. Yes it was a quick read and yes some of the story dragged or was expected. But i really enjoyed the different scenarios and what IFS. I can see this go on for another 7 stories.  Thru the eyes and new stories of their children. JK Rowling please start writing again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_200?ie=UTF8&filterByStar=positive&pageNumber=200&reviewerType=all_reviews","null"
"1584086540-3495","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Renee Hart","Four Stars","Reviewed in the United States on September 23, 2016","It was good","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_350?ie=UTF8&filterByStar=positive&pageNumber=350&reviewerType=all_reviews","null"
"1584086495-3298","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Susan","Wonderful story. Surprises and the comfort of old friends","Reviewed in the United States on September 29, 2016","This gave me the HP fix I need. Wonderful story. Surprises and the comfort of old friends.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_330?ie=UTF8&filterByStar=positive&pageNumber=330&reviewerType=all_reviews","null"
"1584086689-4165","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","MAILE","Love all my Harry Potter books","Reviewed in the United States on November 26, 2016","Got to me very quick! Love all my Harry Potter books!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_417?ie=UTF8&filterByStar=positive&pageNumber=417&reviewerType=all_reviews","null"
"1584086341-2580","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Pat W Coffey","Five Stars","Reviewed in the United States on December 11, 2016","My daughter loved the birthday gift.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_258?ie=UTF8&filterByStar=positive&pageNumber=258&reviewerType=all_reviews","null"
"1584086572-3649","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","Good book","Reviewed in the United States on October 16, 2016","Good; not as solid as stunning as the originals, but good nonetheless","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_365?ie=UTF8&filterByStar=positive&pageNumber=365&reviewerType=all_reviews","null"
"1584086358-2654","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Sheryl Harman","Five Stars","Reviewed in the United States on September 12, 2016","exactly what I expected","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_266?ie=UTF8&filterByStar=positive&pageNumber=266&reviewerType=all_reviews","null"
"1584086873-4998","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","JZ","Love it","Reviewed in the United States on August 3, 2016","Finished in a day. Kind of like to read these conversations rather than novels. Laughed out loud and cried a little bit. The story might not be perfect but the familiar characters and the memories comes with it are always amazing.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_500?ie=UTF8&filterByStar=positive&pageNumber=500&reviewerType=all_reviews","One person found this helpful"
"1584085893-595","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","S. J. Giallombardo","Wonderful addition to the series.","Reviewed in the United States on October 24, 2016","Enjoyed it immensely and had no problem reading it as a script. I had enough background from all the  previous Harry Potter movies and books that I could fill in all of the magic that was behind the storyline.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&filterByStar=positive&pageNumber=60&reviewerType=all_reviews","null"
"1584086320-2487","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","It's as wonderful as I expected it to be and it was ...","Reviewed in the United States on August 29, 2016","What can be said? It's as wonderful as I expected it to be and it was over too quickly.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&filterByStar=positive&pageNumber=249&reviewerType=all_reviews","null"
"1584085941-791","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Jess D","I would love to see this live or see a movie or ...","Reviewed in the United States on September 2, 2016","I wish there had been more to the story.  I would love to see this live or see a movie or book come out because it was just too fast and the transitions made it seem to jump around a lot.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_80?ie=UTF8&filterByStar=positive&pageNumber=80&reviewerType=all_reviews","null"
"1584086007-1070","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Gracie Simpson","Read Me","Reviewed in the United States on September 5, 2016","Loved it and her. Its different from the others, it isn't ""the next Harry potter book"", it's like starting over knowing his past though. It's a script, not a normal story, which to me made no difference. It was still a great read. The ending was a little rushed, but still was satisfying to me.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_107?ie=UTF8&filterByStar=positive&pageNumber=107&reviewerType=all_reviews","null"
